"MethodName","Patch","Compiled","AllTestsPassed","TotalExecutionTime(ms)","Fitness","FitnessImprovement"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","|","true","true","12570.061","12570.0","0.0"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":14 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":601 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":5 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":600 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":15 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":593 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":14 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":598 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":13 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":587 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":2 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":589 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":14 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":588 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":13 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":586 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":6 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":603 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":19 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":595 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":19 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":602 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":7 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":600 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":14 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":603 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":7 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":599 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":14 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":599 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":15 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":595 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":17 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":600 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":5 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":586 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":10 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":595 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":8 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":588 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":2 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":595 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":3 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":592 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":8 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":602 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
"com.google.gson.GsonBuilder.com.google.gson.GsonBuilder.create()","| gin.edit.transplant.ReplaceWithTransplantLine ""Donor.java"":2 -> ""./gson/src/main/java/com/google/gson/GsonBuilder.java"":588 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308"
